"gid","street_name","street_type","suburb","postcode","state","latitude","longitude","geom","delivery_id"
35701,WILLIS,STREET,PRAHRAN,"3181",VIC,-37.85523384,145.00625692,POINT (145.00625692 -37.85523384),9507
10788,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.80555374,144.96735212,POINT (144.96735212 -37.80555374),9508
25813,PARKVILLE,AVENUE,PARKVILLE,"3052",VIC,-37.77766313,144.94166533,POINT (144.94166533 -37.77766313),9509
28345,RAGLAN,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83651843,144.96632046,POINT (144.96632046 -37.83651843),9510
5685,CARLTON,STREET,CARLTON,"3053",VIC,-37.80065584,144.97076794,POINT (144.97076794 -37.80065584),9511
28124,RACECOURSE,ROAD,FLEMINGTON,"3031",VIC,-37.78716638,144.92222263,POINT (144.92222263 -37.78716638),9512
32253,SURREY,ROAD,SOUTH YARRA,"3141",VIC,-37.84052454,144.99909635,POINT (144.99909635 -37.84052454),9513
29987,SCOTIA,STREET,NORTH MELBOURNE,"3051",VIC,-37.80155244,144.94864232,POINT (144.94864232 -37.80155244),9514
31755,STOCKMANS,WAY,KENSINGTON,"3031",VIC,-37.79123040,144.92278441,POINT (144.92278441 -37.7912304),9515
32114,SUNLIGHT,ROAD,PORT MELBOURNE,"3207",VIC,-37.82961946,144.94321900,POINT (144.943219 -37.82961946),9516
15841,HARVEY,STREET,PRAHRAN,"3181",VIC,-37.85319589,145.00929738,POINT (145.00929738 -37.85319589),9517
33276,TODD,ROAD,PORT MELBOURNE,"3207",VIC,-37.82456288,144.91092003,POINT (144.91092003 -37.82456288),9518
13719,FLEMINGTON,ROAD,NORTH MELBOURNE,"3051",VIC,-37.79162770,144.94370929,POINT (144.94370929 -37.7916277),9519
15124,GRANDVIEW,GROVE,PRAHRAN,"3181",VIC,-37.85118884,145.00793392,POINT (145.00793392 -37.85118884),9520
7575,CLARK,STREET,PORT MELBOURNE,"3207",VIC,-37.83620884,144.93306894,POINT (144.93306894 -37.83620884),9521
20739,MACAULAY,ROAD,NORTH MELBOURNE,"3051",VIC,-37.79684732,144.94015139,POINT (144.94015139 -37.79684732),9522
18218,KING,STREET,PRAHRAN,"3181",VIC,-37.85027884,144.99632293,POINT (144.99632293 -37.85027884),9523
23170,MUNRO,STREET,PORT MELBOURNE,"3207",VIC,-37.83023153,144.94446455,POINT (144.94446455 -37.83023153),9524
26960,PRIDHAM,STREET,KENSINGTON,"3031",VIC,-37.78896755,144.93083705,POINT (144.93083705 -37.78896755),9525
5749,CAROLINE,STREET,SOUTH YARRA,"3141",VIC,-37.83689270,144.98817176,POINT (144.98817176 -37.8368927),9526
6343,CHAPEL,STREET,SOUTH YARRA,"3141",VIC,-37.84171666,144.99489830,POINT (144.9948983 -37.84171666),9527
23528,NAPIER,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83489184,144.96748593,POINT (144.96748593 -37.83489184),9528
880,ALBERT,STREET,PORT MELBOURNE,"3207",VIC,-37.83502084,144.93672694,POINT (144.93672694 -37.83502084),9529
35627,WILLIAMSTOWN,ROAD,PORT MELBOURNE,"3207",VIC,-37.83322063,144.92582185,POINT (144.92582185 -37.83322063),9530
33556,TOORAK,ROAD,SOUTH YARRA,"3141",VIC,-37.83713980,144.97863118,POINT (144.97863118 -37.8371398),9531
9297,CROWN,STREET,FLEMINGTON,"3031",VIC,-37.78428042,144.92343542,POINT (144.92343542 -37.78428042),9532
8133,COLLETT,STREET,KENSINGTON,"3031",VIC,-37.79054398,144.93356384,POINT (144.93356384 -37.79054398),9533
16055,HEATH,STREET,PORT MELBOURNE,"3207",VIC,-37.83401469,144.94604079,POINT (144.94604079 -37.83401469),9534
18784,LA TROBE,STREET,WEST MELBOURNE,"3003",VIC,-37.81283560,144.95177184,POINT (144.95177184 -37.8128356),9535
35389,WILLIAMS,ROAD,PRAHRAN,"3181",VIC,-37.84960084,145.00249093,POINT (145.00249093 -37.84960084),9536
15712,HARDWARE,LANE,MELBOURNE,"3000",VIC,-37.81316996,144.96116820,POINT (144.9611682 -37.81316996),9537
12480,ERSKINE,STREET,NORTH MELBOURNE,"3051",VIC,-37.79442384,144.94297894,POINT (144.94297894 -37.79442384),9538
13028,FARADAY,STREET,CARLTON,"3053",VIC,-37.79893915,144.97167939,POINT (144.97167939 -37.79893915),9539
7328,CLARENCE,STREET,FLEMINGTON,"3031",VIC,-37.78716983,144.92553395,POINT (144.92553395 -37.78716983),9540
34415,WALSH,STREET,SOUTH YARRA,"3141",VIC,-37.83703419,144.98478263,POINT (144.98478263 -37.83703419),9541
15915,HAWKE,STREET,WEST MELBOURNE,"3003",VIC,-37.80618684,144.94830894,POINT (144.94830894 -37.80618684),9542
19133,LEWISHAM,ROAD,PRAHRAN,"3181",VIC,-37.85203256,144.99974018,POINT (144.99974018 -37.85203256),9543
13016,FARADAY,STREET,CARLTON,"3053",VIC,-37.79901084,144.97246694,POINT (144.97246694 -37.79901084),9544
9795,DAVIES,STREET,PORT MELBOURNE,"3207",VIC,-37.83554084,144.94634394,POINT (144.94634394 -37.83554084),9545
15226,GRATTAN,STREET,PARKVILLE,"3052",VIC,-37.79608710,144.96160239,POINT (144.96160239 -37.7960871),9546
16999,HOWE,PARADE,PORT MELBOURNE,"3207",VIC,-37.83669683,144.92389694,POINT (144.92389694 -37.83669683),9547
4662,BRIGHTON,STREET,FLEMINGTON,"3031",VIC,-37.78536883,144.92969495,POINT (144.92969495 -37.78536883),9548
31843,STOKES,STREET,PORT MELBOURNE,"3207",VIC,-37.83910675,144.93764804,POINT (144.93764804 -37.83910675),9549
22328,MILLSWYN,STREET,SOUTH YARRA,"3141",VIC,-37.83532125,144.98023374,POINT (144.98023374 -37.83532125),9550
16481,HIGHBURY,GROVE,PRAHRAN,"3181",VIC,-37.85579984,145.00724192,POINT (145.00724192 -37.85579984),9551
16146,HENDERSON,STREET,SOUTH MELBOURNE,"3205",VIC,-37.84022284,144.94769594,POINT (144.94769594 -37.84022284),9552
7600,CLARK,STREET,PORT MELBOURNE,"3207",VIC,-37.83474584,144.93547394,POINT (144.93547394 -37.83474584),9553
31294,STATION,STREET,PORT MELBOURNE,"3207",VIC,-37.83347884,144.94439394,POINT (144.94439394 -37.83347884),9554
16765,HOPETOUN,STREET,KENSINGTON,"3031",VIC,-37.79160683,144.92723895,POINT (144.92723895 -37.79160683),9555
2410,BANOLE,AVENUE,PRAHRAN,"3181",VIC,-37.85409684,145.00509392,POINT (145.00509392 -37.85409684),9556
24229,NORMANBY,ROAD,SOUTH MELBOURNE,"3205",VIC,-37.82938344,144.94724682,POINT (144.94724682 -37.82938344),9557
27137,PRINCES,STREET,FLEMINGTON,"3031",VIC,-37.78605707,144.93368684,POINT (144.93368684 -37.78605707),9558
20402,LYGON,STREET,CARLTON,"3053",VIC,-37.80402712,144.96609917,POINT (144.96609917 -37.80402712),9559
27644,PURCELL,STREET,NORTH MELBOURNE,"3051",VIC,-37.80209984,144.94906994,POINT (144.94906994 -37.80209984),9560
16953,HOWE,CRESCENT,SOUTH MELBOURNE,"3205",VIC,-37.83912984,144.95944193,POINT (144.95944193 -37.83912984),9561
18420,LAKESIDE,DRIVE,MELBOURNE,"3004",VIC,-37.84276714,144.97125234,POINT (144.97125234 -37.84276714),9562
10084,DODDS,STREET,SOUTHBANK,"3006",VIC,-37.82809176,144.96627923,POINT (144.96627923 -37.82809176),9563
5137,CANDLE,ROAD,PORT MELBOURNE,"3207",VIC,-37.82973160,144.94365725,POINT (144.94365725 -37.8297316),9564
28339,RAGLAN,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83669904,144.96449364,POINT (144.96449364 -37.83669904),9565
27392,PROVOST,STREET,NORTH MELBOURNE,"3051",VIC,-37.80218040,144.94744376,POINT (144.94744376 -37.8021804),9566
19056,LEVESON,STREET,NORTH MELBOURNE,"3051",VIC,-37.80429984,144.95116694,POINT (144.95116694 -37.80429984),9567
14516,GEORGE,STREET,EAST MELBOURNE,"3002",VIC,-37.81527383,144.98706719,POINT (144.98706719 -37.81527383),9568
18672,LARNOOK,STREET,PRAHRAN,"3181",VIC,-37.85729684,145.00836092,POINT (145.00836092 -37.85729684),9569
20259,LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80215384,144.94441194,POINT (144.94441194 -37.80215384),9570
36260,YARRA,STREET,SOUTH YARRA,"3141",VIC,-37.83696746,144.99307034,POINT (144.99307034 -37.83696746),9571
1187,ALFRED,STREET,PRAHRAN,"3181",VIC,-37.85046249,144.98546793,POINT (144.98546793 -37.85046249),9572
26525,PIN OAK,CRESCENT,FLEMINGTON,"3031",VIC,-37.78501883,144.92878495,POINT (144.92878495 -37.78501883),9573
21430,MARKET,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83076792,144.95596632,POINT (144.95596632 -37.83076792),9574
2953,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.83780184,144.94272894,POINT (144.94272894 -37.83780184),9575
9640,DARCY,LANE,KENSINGTON,"3031",VIC,-37.79063604,144.92374068,POINT (144.92374068 -37.79063604),9576
10092,DODDS,STREET,SOUTHBANK,"3006",VIC,-37.82480201,144.96852131,POINT (144.96852131 -37.82480201),9577
16681,HOPE,STREET,SOUTH YARRA,"3141",VIC,-37.83670077,144.97933519,POINT (144.97933519 -37.83670077),9578
1163,ALFRED,STREET,PORT MELBOURNE,"3207",VIC,-37.83488952,144.93737939,POINT (144.93737939 -37.83488952),9579
3422,BEACON,VISTA,PORT MELBOURNE,"3207",VIC,-37.84029750,144.92916337,POINT (144.92916337 -37.8402975),9580
14497,GEORGE,STREET,EAST MELBOURNE,"3002",VIC,-37.81544484,144.98868693,POINT (144.98868693 -37.81544484),9581
12971,FARADAY,STREET,CARLTON,"3053",VIC,-37.79961354,144.97406814,POINT (144.97406814 -37.79961354),9582
15938,HAWKSBURN,ROAD,SOUTH YARRA,"3141",VIC,-37.84307584,145.00144793,POINT (145.00144793 -37.84307584),9583
35286,WILLIAM,STREET,WEST MELBOURNE,"3003",VIC,-37.80675139,144.95385124,POINT (144.95385124 -37.80675139),9584
7793,CLIFF,STREET,SOUTH YARRA,"3141",VIC,-37.84345084,144.99328993,POINT (144.99328993 -37.84345084),9585
28622,RATHDOWNE,STREET,CARLTON,"3053",VIC,-37.79998178,144.97033285,POINT (144.97033285 -37.79998178),9586
22986,MOTHERWELL,STREET,SOUTH YARRA,"3141",VIC,-37.84599023,145.00097173,POINT (145.00097173 -37.84599023),9587
13288,FAWKNER,STREET,SOUTH YARRA,"3141",VIC,-37.84206984,144.98783793,POINT (144.98783793 -37.84206984),9588
31598,ST KILDA,ROAD,SOUTHBANK,"3006",VIC,-37.82409412,144.96956238,POINT (144.96956238 -37.82409412),9589
16643,HOFF,BOULEVARD,SOUTHBANK,"3006",VIC,-37.82583007,144.96383812,POINT (144.96383812 -37.82583007),9590
30260,SIMPSON,STREET,EAST MELBOURNE,"3002",VIC,-37.81346184,144.98809293,POINT (144.98809293 -37.81346184),9591
24733,ORMOND,STREET,KENSINGTON,"3031",VIC,-37.79697484,144.92964394,POINT (144.92964394 -37.79697484),9592
11049,DRYBURGH,STREET,NORTH MELBOURNE,"3051",VIC,-37.79689004,144.94431952,POINT (144.94431952 -37.79689004),9593
30776,SPENCER,STREET,WEST MELBOURNE,"3003",VIC,-37.80674584,144.94675994,POINT (144.94675994 -37.80674584),9594
30227,SIMPSON,STREET,EAST MELBOURNE,"3002",VIC,-37.81588783,144.98766393,POINT (144.98766393 -37.81588783),9595
7447,CLARENDON,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83540820,144.96208509,POINT (144.96208509 -37.8354082),9596
34889,WELLINGTON,STREET,FLEMINGTON,"3031",VIC,-37.78310984,144.93246095,POINT (144.93246095 -37.78310984),9597
10599,DOVER,STREET,FLEMINGTON,"3031",VIC,-37.78293283,144.92547095,POINT (144.92547095 -37.78293283),9598
36440,YORK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83069257,144.95906794,POINT (144.95906794 -37.83069257),9599
9064,CRICHTON,AVENUE,PORT MELBOURNE,"3207",VIC,-37.83444184,144.93251694,POINT (144.93251694 -37.83444184),9600
6630,CHARLES,STREET,PRAHRAN,"3181",VIC,-37.84697584,144.98963693,POINT (144.98963693 -37.84697584),9601
36255,YARRA,STREET,SOUTH YARRA,"3141",VIC,-37.83850411,144.99275374,POINT (144.99275374 -37.83850411),9602
16594,HOBSONS BAY,PARADE,PORT MELBOURNE,"3207",VIC,-37.83763284,144.93174194,POINT (144.93174194 -37.83763284),9603
35384,WILLIAMS,ROAD,PRAHRAN,"3181",VIC,-37.84981184,145.00272093,POINT (145.00272093 -37.84981184),9604
24943,OXFORD,STREET,SOUTH YARRA,"3141",VIC,-37.84046584,144.99475693,POINT (144.99475693 -37.84046584),9605
28279,RAGLAN,STREET,PORT MELBOURNE,"3207",VIC,-37.83189637,144.94275905,POINT (144.94275905 -37.83189637),9606
20898,MADDEN,LANE,WEST MELBOURNE,"3003",VIC,-37.80841088,144.94460314,POINT (144.94460314 -37.80841088),9607
20328,LUXTON,ROAD,SOUTH YARRA,"3141",VIC,-37.84497380,145.00176848,POINT (145.00176848 -37.8449738),9608
15817,HARVEY,STREET,PRAHRAN,"3181",VIC,-37.85360113,145.01093257,POINT (145.01093257 -37.85360113),9609
45,ABBOTSFORD,STREET,NORTH MELBOURNE,"3051",VIC,-37.80173599,144.94542318,POINT (144.94542318 -37.80173599),9610
29012,ROCKLEY,ROAD,SOUTH YARRA,"3141",VIC,-37.83689884,145.00028493,POINT (145.00028493 -37.83689884),9611
25620,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83548542,144.96001179,POINT (144.96001179 -37.83548542),9612
33332,TOORAK,ROAD,SOUTH YARRA,"3141",VIC,-37.84019084,145.00293493,POINT (145.00293493 -37.84019084),9613
26294,PHOENIX,LANE,WEST MELBOURNE,"3003",VIC,-37.81214784,144.95337494,POINT (144.95337494 -37.81214784),9614
26254,PERTH,STREET,PRAHRAN,"3181",VIC,-37.84678984,144.98772093,POINT (144.98772093 -37.84678984),9615
3634,BELLAIR,STREET,KENSINGTON,"3031",VIC,-37.79088664,144.92931460,POINT (144.9293146 -37.79088664),9616
22888,MORRAH,STREET,PARKVILLE,"3052",VIC,-37.79569084,144.95519794,POINT (144.95519794 -37.79569084),9617
25331,PARK,DRIVE,PARKVILLE,"3052",VIC,-37.79581784,144.95470594,POINT (144.95470594 -37.79581784),9618
32845,THE CRESCENT,,KENSINGTON,"3031",VIC,-37.79493198,144.91952209,POINT (144.91952209 -37.79493198),9619
18803,LAURENS,STREET,NORTH MELBOURNE,"3051",VIC,-37.80241519,144.94179256,POINT (144.94179256 -37.80241519),9620
22908,MORRAH,STREET,PARKVILLE,"3052",VIC,-37.79532084,144.95566194,POINT (144.95566194 -37.79532084),9621
34506,WALSH,STREET,WEST MELBOURNE,"3003",VIC,-37.80822412,144.95452790,POINT (144.9545279 -37.80822412),9622
29730,RUSSELL,STREET,MELBOURNE,"3000",VIC,-37.81047365,144.96731944,POINT (144.96731944 -37.81047365),9623
495,AIRLIE,AVENUE,PRAHRAN,"3181",VIC,-37.85602884,145.00797392,POINT (145.00797392 -37.85602884),9624
15794,HARKER,STREET,NORTH MELBOURNE,"3051",VIC,-37.79745824,144.95013717,POINT (144.95013717 -37.79745824),9625
10942,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.79401529,144.96986379,POINT (144.96986379 -37.79401529),9626
17729,JONES,PLACE,WEST MELBOURNE,"3003",VIC,-37.80642679,144.94877185,POINT (144.94877185 -37.80642679),9627
13021,FARADAY,STREET,CARLTON,"3053",VIC,-37.79898484,144.97214294,POINT (144.97214294 -37.79898484),9628
30640,SPENCER,STREET,DOCKLANDS,"3008",VIC,-37.82003326,144.95429528,POINT (144.95429528 -37.82003326),9629
14850,GORDON,CRESCENT,KENSINGTON,"3031",VIC,-37.79066983,144.92673095,POINT (144.92673095 -37.79066983),9630
20420,LYGON,STREET,CARLTON,"3053",VIC,-37.80303904,144.96680774,POINT (144.96680774 -37.80303904),9631
12999,FARADAY,STREET,CARLTON,"3053",VIC,-37.79916884,144.97390894,POINT (144.97390894 -37.79916884),9632
20785,MACFARLAN,STREET,SOUTH YARRA,"3141",VIC,-37.84027684,144.98840993,POINT (144.98840993 -37.84027684),9633
33903,VAIL,STREET,PRAHRAN,"3181",VIC,-37.85766284,145.00814592,POINT (145.00814592 -37.85766284),9634
19830,LITTLE LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80175505,144.94490884,POINT (144.94490884 -37.80175505),9635
36178,WRIGHTS,TERRACE,PRAHRAN,"3181",VIC,-37.85095784,145.00335993,POINT (145.00335993 -37.85095784),9636
33734,TUNBRIDGE,STREET,FLEMINGTON,"3031",VIC,-37.78080744,144.92453459,POINT (144.92453459 -37.78080744),9637
4692,BRIXTON,STREET,FLEMINGTON,"3031",VIC,-37.78176983,144.92903495,POINT (144.92903495 -37.78176983),9638
32345,SWANSTON,STREET,CARLTON,"3053",VIC,-37.80440912,144.96355607,POINT (144.96355607 -37.80440912),9639
33898,VAIL,STREET,PRAHRAN,"3181",VIC,-37.85771584,145.00862192,POINT (145.00862192 -37.85771584),9640
28526,RANKINS,ROAD,KENSINGTON,"3031",VIC,-37.79058244,144.93145899,POINT (144.93145899 -37.79058244),9641
20226,LOTHIAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.80385884,144.94452294,POINT (144.94452294 -37.80385884),9642
580,ALBERMARLE,STREET,KENSINGTON,"3031",VIC,-37.79580084,144.93310594,POINT (144.93310594 -37.79580084),9643
10593,DOVER,STREET,FLEMINGTON,"3031",VIC,-37.78301583,144.92298195,POINT (144.92298195 -37.78301583),9644
22611,MOORE,STREET,SOUTH YARRA,"3141",VIC,-37.84496784,144.98920293,POINT (144.98920293 -37.84496784),9645
11689,ELGIN,STREET,CARLTON,"3053",VIC,-37.79786884,144.97219594,POINT (144.97219594 -37.79786884),9646
13043,FARADAY,STREET,CARLTON,"3053",VIC,-37.79884684,144.97093094,POINT (144.97093094 -37.79884684),9647
8223,COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81817477,144.95908679,POINT (144.95908679 -37.81817477),9648
15308,GREVILLE,STREET,PRAHRAN,"3181",VIC,-37.84911328,144.98917764,POINT (144.98917764 -37.84911328),9649
2273,BANK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83445284,144.96064393,POINT (144.96064393 -37.83445284),9650
22855,MORLEY,STREET,PORT MELBOURNE,"3207",VIC,-37.83892684,144.93156894,POINT (144.93156894 -37.83892684),9651
8753,COURTNEY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80319690,144.95513882,POINT (144.95513882 -37.8031969),9652
26549,PIN OAK,CRESCENT,FLEMINGTON,"3031",VIC,-37.78157183,144.92746195,POINT (144.92746195 -37.78157183),9653
8306,COLLINS,STREET,MELBOURNE,"3000",VIC,-37.81560384,144.96540594,POINT (144.96540594 -37.81560384),9654
7679,CLARKE,STREET,PRAHRAN,"3181",VIC,-37.84939684,145.00161793,POINT (145.00161793 -37.84939684),9655
3245,BAYVIEW,STREET,PRAHRAN,"3181",VIC,-37.85228084,145.00481293,POINT (145.00481293 -37.85228084),9656
2736,BARWISE,STREET,NORTH MELBOURNE,"3051",VIC,-37.80076140,144.94011442,POINT (144.94011442 -37.8007614),9657
32797,THE BOULEVARD,,PORT MELBOURNE,"3207",VIC,-37.83898887,144.91682447,POINT (144.91682447 -37.83898887),9658
25198,PALMERSTON,STREET,CARLTON,"3053",VIC,-37.79689271,144.97429384,POINT (144.97429384 -37.79689271),9659
21155,MANNINGHAM,STREET,PARKVILLE,"3052",VIC,-37.78645826,144.94172456,POINT (144.94172456 -37.78645826),9660
3431,BEACON,VISTA,PORT MELBOURNE,"3207",VIC,-37.83962049,144.92912594,POINT (144.92912594 -37.83962049),9661
937,ALBERT,STREET,PORT MELBOURNE,"3207",VIC,-37.83396984,144.93797194,POINT (144.93797194 -37.83396984),9662
9469,CURRAN,STREET,NORTH MELBOURNE,"3051",VIC,-37.79210084,144.94361194,POINT (144.94361194 -37.79210084),9663
20481,LYGON,STREET,CARLTON,"3053",VIC,-37.79957994,144.96741368,POINT (144.96741368 -37.79957994),9664
2946,BAY,STREET,PORT MELBOURNE,"3207",VIC,-37.83794584,144.94323594,POINT (144.94323594 -37.83794584),9665
21637,MATTHEWS,MEWS,KENSINGTON,"3031",VIC,-37.79459610,144.92095515,POINT (144.92095515 -37.7945961),9666
10729,DOW,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83472030,144.96508758,POINT (144.96508758 -37.8347203),9667
29624,ROYAL,PARADE,PARKVILLE,"3052",VIC,-37.79310529,144.95793283,POINT (144.95793283 -37.79310529),9668
3535,BELLAIR,STREET,KENSINGTON,"3031",VIC,-37.79857009,144.93158043,POINT (144.93158043 -37.79857009),9669
20108,LORIMER,STREET,PORT MELBOURNE,"3207",VIC,-37.83014663,144.89994021,POINT (144.89994021 -37.83014663),9670
21802,MCCONNELL,STREET,KENSINGTON,"3031",VIC,-37.79070583,144.92877395,POINT (144.92877395 -37.79070583),9671
34103,VICTORIA,STREET,FLEMINGTON,"3031",VIC,-37.78641584,144.93442394,POINT (144.93442394 -37.78641584),9672
32139,SURREY,ROAD,SOUTH YARRA,"3141",VIC,-37.84630384,144.99833793,POINT (144.99833793 -37.84630384),9673
9726,DARTFORD,STREET,FLEMINGTON,"3031",VIC,-37.78250020,144.92388280,POINT (144.9238828 -37.7825002),9674
10806,DRUMMOND,STREET,CARLTON,"3053",VIC,-37.80434967,144.96807796,POINT (144.96807796 -37.80434967),9675
30019,SHANDS,LANE,NORTH MELBOURNE,"3051",VIC,-37.79533251,144.94364679,POINT (144.94364679 -37.79533251),9676
7962,COBDEN,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83687769,144.96282848,POINT (144.96282848 -37.83687769),9677
30585,SOUTH WHARF,DRIVE,DOCKLANDS,"3008",VIC,-37.82242239,144.93689280,POINT (144.9368928 -37.82242239),9678
18209,KING,STREET,MELBOURNE,"3000",VIC,-37.81282678,144.95437339,POINT (144.95437339 -37.81282678),9679
2405,BANOLE,AVENUE,PRAHRAN,"3181",VIC,-37.85424884,145.00506692,POINT (145.00506692 -37.85424884),9680
16906,HOWARD,STREET,NORTH MELBOURNE,"3051",VIC,-37.80411865,144.95421619,POINT (144.95421619 -37.80411865),9681
36259,YARRA,STREET,SOUTH YARRA,"3141",VIC,-37.83723907,144.99301649,POINT (144.99301649 -37.83723907),9682
30582,SOUTH WHARF,DRIVE,DOCKLANDS,"3008",VIC,-37.82246204,144.93822348,POINT (144.93822348 -37.82246204),9683
25515,PARK,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83756261,144.95267852,POINT (144.95267852 -37.83756261),9684
918,ALBERT,STREET,PORT MELBOURNE,"3207",VIC,-37.83439084,144.93727894,POINT (144.93727894 -37.83439084),9685
32828,THE COVE,,PORT MELBOURNE,"3207",VIC,-37.83798888,144.92697839,POINT (144.92697839 -37.83798888),9686
27947,QUEENSBERRY,STREET,NORTH MELBOURNE,"3051",VIC,-37.80289160,144.94636781,POINT (144.94636781 -37.8028916),9687
30816,SPENCER,STREET,WEST MELBOURNE,"3003",VIC,-37.80588153,144.94367259,POINT (144.94367259 -37.80588153),9688
26258,PERTH,STREET,PRAHRAN,"3181",VIC,-37.84657684,144.98777793,POINT (144.98777793 -37.84657684),9689
3812,BENT,STREET,KENSINGTON,"3031",VIC,-37.79601484,144.93499594,POINT (144.93499594 -37.79601484),9690
8987,COVENTRY,STREET,SOUTH MELBOURNE,"3205",VIC,-37.83101356,144.96379021,POINT (144.96379021 -37.83101356),9691
33782,TYNE,STREET,CARLTON,"3053",VIC,-37.79837742,144.96666299,POINT (144.96666299 -37.79837742),9692
28795,RIVER,ESPLANADE,DOCKLANDS,"3008",VIC,-37.82166523,144.93553551,POINT (144.93553551 -37.82166523),9693
7702,CLARKE,STREET,PRAHRAN,"3181",VIC,-37.84913884,145.00186393,POINT (145.00186393 -37.84913884),9694
19354,LITTLE BENDALL,STREET,KENSINGTON,"3031",VIC,-37.78908134,144.92350445,POINT (144.92350445 -37.78908134),9695
10740,DREWERY,PLACE,MELBOURNE,"3000",VIC,-37.81127656,144.96399291,POINT (144.96399291 -37.81127656),9696
23540,NAROOMA,PLACE,PORT MELBOURNE,"3207",VIC,-37.83753984,144.93091894,POINT (144.93091894 -37.83753984),9697
22895,MORRAH,STREET,PARKVILLE,"3052",VIC,-37.79548084,144.95707694,POINT (144.95707694 -37.79548084),9698
24661,ORION,MEWS,PORT MELBOURNE,"3207",VIC,-37.83964184,144.93068094,POINT (144.93068094 -37.83964184),9699
30791,SPENCER,STREET,WEST MELBOURNE,"3003",VIC,-37.80650184,144.94619894,POINT (144.94619894 -37.80650184),9700
28077,RACECOURSE,ROAD,FLEMINGTON,"3031",VIC,-37.78810384,144.93096995,POINT (144.93096995 -37.78810384),9701
22650,MOORE,STREET,SOUTH YARRA,"3141",VIC,-37.84314484,144.98957093,POINT (144.98957093 -37.84314484),9702
13283,FAWKNER,STREET,SOUTH YARRA,"3141",VIC,-37.84211084,144.98817793,POINT (144.98817793 -37.84211084),9703
11225,DUNSTAN,PARADE,PORT MELBOURNE,"3207",VIC,-37.83733583,144.91724394,POINT (144.91724394 -37.83733583),9704
3248,BAYVIEW,STREET,PRAHRAN,"3181",VIC,-37.85223884,145.00457293,POINT (145.00457293 -37.85223884),9705
14131,FRANKLIN,PLACE,WEST MELBOURNE,"3003",VIC,-37.81186064,144.94929055,POINT (144.94929055 -37.81186064),9706
22219,MILLER,STREET,PRAHRAN,"3181",VIC,-37.84841457,145.00151353,POINT (145.00151353 -37.84841457),9707
27481,PUNT,ROAD,SOUTH YARRA,"3141",VIC,-37.84511640,144.98558273,POINT (144.98558273 -37.8451164),9708
13057,FARADAY,STREET,CARLTON,"3053",VIC,-37.79876197,144.96630834,POINT (144.96630834 -37.79876197),9709
224,ABECKETT,STREET,PRAHRAN,"3181",VIC,-37.85068084,145.00936792,POINT (145.00936792 -37.85068084),9710
6280,CHAPEL,STREET,SOUTH YARRA,"3141",VIC,-37.84473084,144.99433493,POINT (144.99433493 -37.84473084),9711
26876,POWLETT,STREET,EAST MELBOURNE,"3002",VIC,-37.81376584,144.98589193,POINT (144.98589193 -37.81376584),9712
22626,MOORE,STREET,SOUTH YARRA,"3141",VIC,-37.84406433,144.98905736,POINT (144.98905736 -37.84406433),9713
26628,PLUMMER,STREET,PORT MELBOURNE,"3207",VIC,-37.83277333,144.92321949,POINT (144.92321949 -37.83277333),9714
29366,ROSS,STREET,PORT MELBOURNE,"3207",VIC,-37.83234284,144.94232394,POINT (144.94232394 -37.83234284),9715
15852,HAWKE,STREET,WEST MELBOURNE,"3003",VIC,-37.80922584,144.94429494,POINT (144.94429494 -37.80922584),9716
7269,CLARA,STREET,SOUTH YARRA,"3141",VIC,-37.84094584,144.99807293,POINT (144.99807293 -37.84094584),9717
17584,JAGO,ROAD,PORT MELBOURNE,"3207",VIC,-37.82923659,144.94357035,POINT (144.94357035 -37.82923659),9718
4590,BRIDGE,STREET,PORT MELBOURNE,"3207",VIC,-37.83268284,144.93858794,POINT (144.93858794 -37.83268284),9719
1944,AVOCA,STREET,SOUTH YARRA,"3141",VIC,-37.83758278,144.98909043,POINT (144.98909043 -37.83758278),9720
30265,SIMPSON,STREET,EAST MELBOURNE,"3002",VIC,-37.81289358,144.98871107,POINT (144.98871107 -37.81289358),9721
3653,BELMONT,ROAD,KENSINGTON,"3031",VIC,-37.79269783,144.92370995,POINT (144.92370995 -37.79269783),9722
